Prompt;Codestral
"System Message:
You are a logician with a background in mathematics that translates natural language
reasoning text to Python3 code so that these natural language reasoning problems can be solved.
During the translation, please pay close attention to defining variables and rules.
Do not add any comments from you.
Be guided by the following example:
Example input text:
Textual context: A vehicle operates over a A param between 20 and 110 in a typical day.
A vehicle operates for a B param between 2 and 10 in a typical day.
A vehicle operates with C param between 0.2 and 5 in a typical day.
A vehicle remains D param between 1 and 5 in a typical day.
A vehicle spends E param between 1 and 5 in a typical day.
A vehicle makes between 20 and 300 F param in a typical day.
A vehicle makes between 20 and 250 G param in a typical day.

Example Python3 code:
# A vehicle operates over a A param between 20 and 110 in a typical day.
def r1(a: float) -> bool:
    return 20 <= a <= 110

# A vehicle operates for a B param between 2 and 10 in a typical day.
def r2(b: float) -> bool:
    return 2 <= b <= 10

# A vehicle operates with C param between 0.2 and 5 in a typical day.
def r3(c: float) -> bool:
    return 0.2 <= c <= 5

# A vehicle remains D param between 1 and 5 in a typical day.
def r4(d: float) -> bool:
    return 1 <= d <= 5

# A vehicle spends E param between 1 and 5 in a typical day.
def r5(e: float) -> bool:
    return 1 <= e <= 5

# A vehicle makes between 20 and 300 F param in a typical day.
def r6(f: float) -> bool:
    return 20 <= f <= 300

# A vehicle makes between 20 and 250 G param in a typical day.
def r7(g: float) -> bool:
    return 20 <= g <= 250


Input text:
Textual context: The total operation duration must not be lower than the PTO operation time.
The total operation duration must not be lower than the idle time.
The total stop count must not be lower than the count of stops where PTO is engaged.
Payload must remain below or equal to the load carried by axle 2.
The payload cannot exceed the capacity of axle 3.
The total operation duration must always be greater than or equal to the combined time for PTO, idle, and driving.";" # The total operation duration must not be lower than the PTO operation time.
def r1(total_operation_duration: float, pto_operation_time: float) -> bool:
    return total_operation_duration >= pto_operation_time

# The total operation duration must not be lower than the idle time.
def r2(total_operation_duration: float, idle_time: float) -> bool:
    return total_operation_duration >= idle_time

# The total stop count must not be lower than the count of stops where PTO is engaged.
def r3(total_stop_count: int, pto_engaged_stop_count: int) -> bool:
    return total_stop_count >= pto_engaged_stop_count

# Payload must remain below or equal to the load carried by axle 2.
def r4(payload: float, axle2_load: float) -> bool:
    return payload <= axle2_load

# The payload cannot exceed the capacity of axle 3.
def r5(payload: float, axle3_capacity: float) -> bool:
    return payload <= axle3_capacity

# The total operation duration must always be greater than or equal to the combined time for PTO, idle, and driving.
def r6(total_operation_duration: float, pto_time: float, idle_time: float, driving_time: float) -> bool:
    return total_operation_duration >= pto_time + idle_time + driving_time"
"System Message:
You are a logician with a background in mathematics that translates natural language
reasoning text to Python3 code so that these natural language reasoning problems can be solved.
During the translation, please pay close attention to defining variables and rules.
Do not add any comments from you.
Be guided by the following example:
Example input text:
Textual context: A vehicle operates over a A param between 20 and 110 in a typical day.
A vehicle operates for a B param between 2 and 10 in a typical day.
A vehicle operates with C param between 0.2 and 5 in a typical day.
A vehicle remains D param between 1 and 5 in a typical day.
A vehicle spends E param between 1 and 5 in a typical day.
A vehicle makes between 20 and 300 F param in a typical day.
A vehicle makes between 20 and 250 G param in a typical day.
A vehicle operates at H param between 0 and 80 in a typical day.

Example Python3 code:
# A vehicle operates over a A param between 20 and 110 in a typical day.
def r1(a: float) -> bool:
    return 20 <= a <= 110

# A vehicle operates for a B param between 2 and 10 in a typical day.
def r2(b: float) -> bool:
    return 2 <= b <= 10

# A vehicle operates with C param between 0.2 and 5 in a typical day.
def r3(c: float) -> bool:
    return 0.2 <= c <= 5

# A vehicle remains D param between 1 and 5 in a typical day.
def r4(d: float) -> bool:
    return 1 <= d <= 5

# A vehicle spends E param between 1 and 5 in a typical day.
def r5(e: float) -> bool:
    return 1 <= e <= 5

# A vehicle makes between 20 and 300 F param in a typical day.
def r6(f: float) -> bool:
    return 20 <= f <= 300

# A vehicle makes between 20 and 250 G param in a typical day.
def r7(g: float) -> bool:
    return 20 <= g <= 250

# A vehicle operates at H param between 0 and 80 in a typical day.
def r8(h: float) -> bool:
    return 0 <= h <= 80


Input text:
Textual context: PTO operation time should be less than or equal to the total operation time.
Idle time must always be less than or equal to the total operation time.
PTO-engaged stops cannot exceed the total number of stops.
Axle 1's load cannot exceed Axle 2's load.
The load carried by axle 1 must be smaller than or equal to the load on axle 3.
The payload must not exceed the load carried by axle 2.
Axle 3's load must always be equal to or greater than the payload.
Total operation time should be at least the sum of PTO, idle, and driving times.";" # PTO operation time should be less than or equal to the total operation time.
def r1(pto_operation_time: float, total_operation_time: float) -> bool:
    return pto_operation_time <= total_operation_time

# Idle time must always be less than or equal to the total operation time.
def r2(idle_time: float, total_operation_time: float) -> bool:
    return idle_time <= total_operation_time

# PTO-engaged stops cannot exceed the total number of stops.
def r3(pto_engaged_stops: int, total_stops: int) -> bool:
    return pto_engaged_stops <= total_stops

# Axle 1's load cannot exceed Axle 2's load.
def r4(axle1_load: float, axle2_load: float) -> bool:
    return axle1_load <= axle2_load

# The load carried by axle 1 must be smaller than or equal to the load on axle 3.
def r5(axle1_load: float, axle3_load: float) -> bool:
    return axle1_load <= axle3_load

# The payload must not exceed the load carried by axle 2.
def r6(payload: float, axle2_load: float) -> bool:
    return payload <= axle2_load

# Axle 3's load must always be equal to or greater than the payload.
def r7(axle3_load: float, payload: float) -> bool:
    return axle3_load >= payload

# Total operation time should be at least the sum of PTO, idle, and driving times.
def r8(total_operation_time: float, pto_time: float, idle_time: float, driving_time: float) -> bool:
    return total_operation_time >= pto_time + idle_time + driving_time"
"System Message:
You are a logician with a background in mathematics that translates natural language
reasoning text to Python3 code so that these natural language reasoning problems can be solved.
During the translation, please pay close attention to defining variables and rules.
Do not add any comments from you.
Be guided by the following example:
Example input text:
Textual context: A vehicle operates over a A param between 20 and 110 in a typical day.
A vehicle operates for a B param between 2 and 10 in a typical day.
A vehicle operates with C param between 0.2 and 5 in a typical day.
A vehicle remains D param between 1 and 5 in a typical day.
A vehicle spends E param between 1 and 5 in a typical day.
A vehicle makes between 20 and 300 F param in a typical day.
A vehicle makes between 20 and 250 G param in a typical day.
A vehicle operates at H param between 0 and 80 in a typical day.

Example Python3 code:
# A vehicle operates over a A param between 20 and 110 in a typical day.
def r1(a: float) -> bool:
    return 20 <= a <= 110

# A vehicle operates for a B param between 2 and 10 in a typical day.
def r2(b: float) -> bool:
    return 2 <= b <= 10

# A vehicle operates with C param between 0.2 and 5 in a typical day.
def r3(c: float) -> bool:
    return 0.2 <= c <= 5

# A vehicle remains D param between 1 and 5 in a typical day.
def r4(d: float) -> bool:
    return 1 <= d <= 5

# A vehicle spends E param between 1 and 5 in a typical day.
def r5(e: float) -> bool:
    return 1 <= e <= 5

# A vehicle makes between 20 and 300 F param in a typical day.
def r6(f: float) -> bool:
    return 20 <= f <= 300

# A vehicle makes between 20 and 250 G param in a typical day.
def r7(g: float) -> bool:
    return 20 <= g <= 250

# A vehicle operates at H param between 0 and 80 in a typical day.
def r8(h: float) -> bool:
    return 0 <= h <= 80


Input text:
Textual context: The total operation duration must not be lower than the PTO operation time.
Total operation time shouldn’t be lower than idle time.
The number of stops where PTO is engaged must not exceed the overall stop count.
The weight on axle 1 cannot surpass the weight on axle 2.
The load supported by axle 1 cannot exceed that of axle 3.
The payload cannot exceed the capacity of axle 2.
The payload cannot exceed the capacity of axle 3.";" # The total operation duration must not be lower than the PTO operation time.
def r1(total_operation_duration: float, pto_operation_time: float) -> bool:
    return total_operation_duration >= pto_operation_time

# Total operation time shouldn’t be lower than idle time.
def r2(total_operation_time: float, idle_time: float) -> bool:
    return total_operation_time >= idle_time

# The number of stops where PTO is engaged must not exceed the overall stop count.
def r3(pto_stops: int, overall_stop_count: int) -> bool:
    return pto_stops <= overall_stop_count

# The weight on axle 1 cannot surpass the weight on axle 2.
def r4(weight_axle1: float, weight_axle2: float) -> bool:
    return weight_axle1 <= weight_axle2

# The load supported by axle 1 cannot exceed that of axle 3.
def r5(load_axle1: float, load_axle3: float) -> bool:
    return load_axle1 <= load_axle3

# The payload cannot exceed the capacity of axle 2.
def r6(payload: float, capacity_axle2: float) -> bool:
    return payload <= capacity_axle2

# The payload cannot exceed the capacity of axle 3.
def r7(payload: float, capacity_axle3: float) -> bool:
    return payload <= capacity_axle3"
"System Message:
You are a logician with a background in mathematics that translates natural language
reasoning text to Python3 code so that these natural language reasoning problems can be solved.
During the translation, please pay close attention to defining variables and rules.
Do not add any comments from you.
Be guided by the following example:
Example input text:
Textual context: A vehicle operates over a A param between 20 and 110 in a typical day.
A vehicle operates for a B param between 2 and 10 in a typical day.
A vehicle operates with C param between 0.2 and 5 in a typical day.
A vehicle remains D param between 1 and 5 in a typical day.
A vehicle spends E param between 1 and 5 in a typical day.
A vehicle makes between 20 and 300 F param in a typical day.
A vehicle makes between 20 and 250 G param in a typical day.
A vehicle operates at H param between 0 and 80 in a typical day.

Example Python3 code:
# A vehicle operates over a A param between 20 and 110 in a typical day.
def r1(a: float) -> bool:
    return 20 <= a <= 110

# A vehicle operates for a B param between 2 and 10 in a typical day.
def r2(b: float) -> bool:
    return 2 <= b <= 10

# A vehicle operates with C param between 0.2 and 5 in a typical day.
def r3(c: float) -> bool:
    return 0.2 <= c <= 5

# A vehicle remains D param between 1 and 5 in a typical day.
def r4(d: float) -> bool:
    return 1 <= d <= 5

# A vehicle spends E param between 1 and 5 in a typical day.
def r5(e: float) -> bool:
    return 1 <= e <= 5

# A vehicle makes between 20 and 300 F param in a typical day.
def r6(f: float) -> bool:
    return 20 <= f <= 300

# A vehicle makes between 20 and 250 G param in a typical day.
def r7(g: float) -> bool:
    return 20 <= g <= 250

# A vehicle operates at H param between 0 and 80 in a typical day.
def r8(h: float) -> bool:
    return 0 <= h <= 80


Input text:
Textual context: Total operation time shouldn’t be lower than idle time.
Driving time should be less than or equal to the total operation time.
The load supported by axle 1 cannot exceed that of axle 3.
The payload must not exceed the load carried by axle 2.
The payload must not exceed the load carried by axle 3.
Total operation time must be greater than or equal to the sum of PTO operation, idle, and driving times.";" # Total operation time shouldn’t be lower than idle time.
def r1(total_operation_time: float, idle_time: float) -> bool:
    return total_operation_time >= idle_time

# Driving time should be less than or equal to the total operation time.
def r2(driving_time: float, total_operation_time: float) -> bool:
    return driving_time <= total_operation_time

# The load supported by axle 1 cannot exceed that of axle 3.
def r3(load_axle1: float, load_axle3: float) -> bool:
    return load_axle1 <= load_axle3

# The payload must not exceed the load carried by axle 2.
def r4(payload: float, load_axle2: float) -> bool:
    return payload <= load_axle2

# The payload must not exceed the load carried by axle 3.
def r5(payload: float, load_axle3: float) -> bool:
    return payload <= load_axle3

# Total operation time must be greater than or equal to the sum of PTO operation, idle, and driving times.
def r6(total_operation_time: float, pto_operation_time: float, idle_time: float, driving_time: float) -> bool:
    return total_operation_time >= pto_operation_time + idle_time + driving_time"
"System Message:
You are a logician with a background in mathematics that translates natural language
reasoning text to Python3 code so that these natural language reasoning problems can be solved.
During the translation, please pay close attention to defining variables and rules.
Do not add any comments from you.
Be guided by the following example:
Example input text:
Textual context: A vehicle operates over a A param between 20 and 110 in a typical day.
A vehicle operates for a B param between 2 and 10 in a typical day.
A vehicle operates with C param between 0.2 and 5 in a typical day.
A vehicle remains D param between 1 and 5 in a typical day.
A vehicle spends E param between 1 and 5 in a typical day.
A vehicle makes between 20 and 300 F param in a typical day.
A vehicle makes between 20 and 250 G param in a typical day.
A vehicle operates at H param between 0 and 80 in a typical day.

Example Python3 code:
# A vehicle operates over a A param between 20 and 110 in a typical day.
def r1(a: float) -> bool:
    return 20 <= a <= 110

# A vehicle operates for a B param between 2 and 10 in a typical day.
def r2(b: float) -> bool:
    return 2 <= b <= 10

# A vehicle operates with C param between 0.2 and 5 in a typical day.
def r3(c: float) -> bool:
    return 0.2 <= c <= 5

# A vehicle remains D param between 1 and 5 in a typical day.
def r4(d: float) -> bool:
    return 1 <= d <= 5

# A vehicle spends E param between 1 and 5 in a typical day.
def r5(e: float) -> bool:
    return 1 <= e <= 5

# A vehicle makes between 20 and 300 F param in a typical day.
def r6(f: float) -> bool:
    return 20 <= f <= 300

# A vehicle makes between 20 and 250 G param in a typical day.
def r7(g: float) -> bool:
    return 20 <= g <= 250

# A vehicle operates at H param between 0 and 80 in a typical day.
def r8(h: float) -> bool:
    return 0 <= h <= 80


Input text:
Textual context: Total operation time shouldn’t be lower than PTO operation time.
Idle time cannot be greater than the total operation time.
Driving time should be less than or equal to the total operation time.
The load carried by axle 1 must be smaller than or equal to the load on axle 3.
Payload must remain below or equal to the load carried by axle 2.
Total operation time should be at least the sum of PTO, idle, and driving times.";" # Total operation time shouldn’t be lower than PTO operation time.
def r1(pto: float, total_operation_time: float) -> bool:
    return total_operation_time >= pto

# Idle time cannot be greater than the total operation time.
def r2(idle_time: float, total_operation_time: float) -> bool:
    return idle_time <= total_operation_time

# Driving time should be less than or equal to the total operation time.
def r3(driving_time: float, total_operation_time: float) -> bool:
    return driving_time <= total_operation_time

# The load carried by axle 1 must be smaller than or equal to the load on axle 3.
def r4(load_axle1: float, load_axle3: float) -> bool:
    return load_axle1 <= load_axle3

# Payload must remain below or equal to the load carried by axle 2.
def r5(payload: float, load_axle2: float) -> bool:
    return payload <= load_axle2

# Total operation time should be at least the sum of PTO, idle, and driving times.
def r6(pto: float, idle_time: float, driving_time: float, total_operation_time: float) -> bool:
    return total_operation_time >= pto + idle_time + driving_time"
"System Message:
You are a logician with a background in mathematics that translates natural language
reasoning text to Python3 code so that these natural language reasoning problems can be solved.
During the translation, please pay close attention to defining variables and rules.
Do not add any comments from you.
Be guided by the following example:
Example input text:
Textual context: A vehicle operates over a A param between 20 and 110 in a typical day.
A vehicle operates for a B param between 2 and 10 in a typical day.
A vehicle operates with C param between 0.2 and 5 in a typical day.
A vehicle remains D param between 1 and 5 in a typical day.
A vehicle spends E param between 1 and 5 in a typical day.
A vehicle makes between 20 and 300 F param in a typical day.
A vehicle makes between 20 and 250 G param in a typical day.

Example Python3 code:
# A vehicle operates over a A param between 20 and 110 in a typical day.
def r1(a: float) -> bool:
    return 20 <= a <= 110

# A vehicle operates for a B param between 2 and 10 in a typical day.
def r2(b: float) -> bool:
    return 2 <= b <= 10

# A vehicle operates with C param between 0.2 and 5 in a typical day.
def r3(c: float) -> bool:
    return 0.2 <= c <= 5

# A vehicle remains D param between 1 and 5 in a typical day.
def r4(d: float) -> bool:
    return 1 <= d <= 5

# A vehicle spends E param between 1 and 5 in a typical day.
def r5(e: float) -> bool:
    return 1 <= e <= 5

# A vehicle makes between 20 and 300 F param in a typical day.
def r6(f: float) -> bool:
    return 20 <= f <= 300

# A vehicle makes between 20 and 250 G param in a typical day.
def r7(g: float) -> bool:
    return 20 <= g <= 250


Input text:
Textual context: PTO operation time must be less than or equal to the total operation time.
Idle time should be less than or equal to the total operation time.
The total stop count must not be lower than the count of stops where PTO is engaged.
The weight on axle 1 cannot surpass the weight on axle 2.
Axle 2's load must always be equal to or greater than the payload.
Payload must remain below or equal to the load carried by axle 3.
Total operation time should be at least the sum of PTO, idle, and driving times.";" # PTO operation time must be less than or equal to the total operation time.
def r1(pto_op_time: float, total_op_time: float) -> bool:
    return pto_op_time <= total_op_time

# Idle time should be less than or equal to the total operation time.
def r2(idle_time: float, total_op_time: float) -> bool:
    return idle_time <= total_op_time

# The total stop count must not be lower than the count of stops where PTO is engaged.
def r3(total_stop_count: int, pto_stop_count: int) -> bool:
    return total_stop_count >= pto_stop_count

# The weight on axle 1 cannot surpass the weight on axle 2.
def r4(weight_axle1: float, weight_axle2: float) -> bool:
    return weight_axle1 <= weight_axle2

# Axle 2's load must always be equal to or greater than the payload.
def r5(load_axle2: float, payload: float) -> bool:
    return load_axle2 >= payload

# Payload must remain below or equal to the load carried by axle 3.
def r6(payload: float, load_axle3: float) -> bool:
    return payload <= load_axle3

# Total operation time should be at least the sum of PTO, idle, and driving times.
def r7(total_op_time: float, pto_time: float, idle_time: float, driving_time: float) -> bool:
    return total_op_time >= pto_time + idle_time + driving_time"
"System Message:
You are a logician with a background in mathematics that translates natural language
reasoning text to Python3 code so that these natural language reasoning problems can be solved.
During the translation, please pay close attention to defining variables and rules.
Do not add any comments from you.
Be guided by the following example:
Example input text:
Textual context: A vehicle operates over a A param between 20 and 110 in a typical day.
A vehicle operates for a B param between 2 and 10 in a typical day.
A vehicle operates with C param between 0.2 and 5 in a typical day.
A vehicle remains D param between 1 and 5 in a typical day.
A vehicle spends E param between 1 and 5 in a typical day.
A vehicle makes between 20 and 300 F param in a typical day.
A vehicle makes between 20 and 250 G param in a typical day.

Example Python3 code:
# A vehicle operates over a A param between 20 and 110 in a typical day.
def r1(a: float) -> bool:
    return 20 <= a <= 110

# A vehicle operates for a B param between 2 and 10 in a typical day.
def r2(b: float) -> bool:
    return 2 <= b <= 10

# A vehicle operates with C param between 0.2 and 5 in a typical day.
def r3(c: float) -> bool:
    return 0.2 <= c <= 5

# A vehicle remains D param between 1 and 5 in a typical day.
def r4(d: float) -> bool:
    return 1 <= d <= 5

# A vehicle spends E param between 1 and 5 in a typical day.
def r5(e: float) -> bool:
    return 1 <= e <= 5

# A vehicle makes between 20 and 300 F param in a typical day.
def r6(f: float) -> bool:
    return 20 <= f <= 300

# A vehicle makes between 20 and 250 G param in a typical day.
def r7(g: float) -> bool:
    return 20 <= g <= 250


Input text:
Textual context: Idle time should be less than or equal to the total operation time.
Driving time must always be less than or equal to the total operation time.
The total stop count must not be lower than the count of stops where PTO is engaged.
The weight on axle 1 cannot surpass the weight on axle 3.
The payload must not exceed the load carried by axle 2.
The payload must always be smaller than or equal to the load on axle 3.
The combined time for PTO operation, idle time, and driving time must not surpass the total operation time.";" # Idle time should be less than or equal to the total operation time.
def r1(idle_time: float, total_operation_time: float) -> bool:
    return idle_time <= total_operation_time

# Driving time must always be less than or equal to the total operation time.
def r2(driving_time: float, total_operation_time: float) -> bool:
    return driving_time <= total_operation_time

# The total stop count must not be lower than the count of stops where PTO is engaged.
def r3(total_stop_count: int, pto_stop_count: int) -> bool:
    return total_stop_count >= pto_stop_count

# The weight on axle 1 cannot surpass the weight on axle 3.
def r4(weight_axle1: float, weight_axle3: float) -> bool:
    return weight_axle1 <= weight_axle3

# The payload must not exceed the load carried by axle 2.
def r5(payload: float, load_axle2: float) -> bool:
    return payload <= load_axle2

# The payload must always be smaller than or equal to the load on axle 3.
def r6(payload: float, load_axle3: float) -> bool:
    return payload <= load_axle3

# The combined time for PTO operation, idle time, and driving time must not surpass the total operation time.
def r7(pto_time: float, idle_time: float, driving_time: float, total_operation_time: float) -> bool:
    return pto_time + idle_time + driving_time <= total_operation_time"
"System Message:
You are a logician with a background in mathematics that translates natural language
reasoning text to Python3 code so that these natural language reasoning problems can be solved.
During the translation, please pay close attention to defining variables and rules.
Do not add any comments from you.
Be guided by the following example:
Example input text:
Textual context: A vehicle operates over a A param between 20 and 110 in a typical day.
A vehicle operates for a B param between 2 and 10 in a typical day.
A vehicle operates with C param between 0.2 and 5 in a typical day.
A vehicle remains D param between 1 and 5 in a typical day.
A vehicle spends E param between 1 and 5 in a typical day.
A vehicle makes between 20 and 300 F param in a typical day.
A vehicle makes between 20 and 250 G param in a typical day.

Example Python3 code:
# A vehicle operates over a A param between 20 and 110 in a typical day.
def r1(a: float) -> bool:
    return 20 <= a <= 110

# A vehicle operates for a B param between 2 and 10 in a typical day.
def r2(b: float) -> bool:
    return 2 <= b <= 10

# A vehicle operates with C param between 0.2 and 5 in a typical day.
def r3(c: float) -> bool:
    return 0.2 <= c <= 5

# A vehicle remains D param between 1 and 5 in a typical day.
def r4(d: float) -> bool:
    return 1 <= d <= 5

# A vehicle spends E param between 1 and 5 in a typical day.
def r5(e: float) -> bool:
    return 1 <= e <= 5

# A vehicle makes between 20 and 300 F param in a typical day.
def r6(f: float) -> bool:
    return 20 <= f <= 300

# A vehicle makes between 20 and 250 G param in a typical day.
def r7(g: float) -> bool:
    return 20 <= g <= 250


Input text:
Textual context: PTO operation time should be less than or equal to the total operation time.
Total operation time shouldn’t be lower than idle time.
Total operation time should shouldn’t be lower than driving time.
The load carried by axle 1 must be smaller than or equal to the load on axle 2.
The load supported by axle 1 cannot exceed that of axle 3.
Axle 3's load must always be equal to or greater than the payload.";" # PTO operation time should be less than or equal to the total operation time.
def r1(pto_time: float, total_time: float) -> bool:
    return pto_time <= total_time

# Total operation time shouldn’t be lower than idle time.
def r2(total_time: float, idle_time: float) -> bool:
    return total_time >= idle_time

# Total operation time should shouldn’t be lower than driving time.
def r3(total_time: float, driving_time: float) -> bool:
    return total_time >= driving_time

# The load carried by axle 1 must be smaller than or equal to the load on axle 2.
def r4(load_axle1: float, load_axle2: float) -> bool:
    return load_axle1 <= load_axle2

# The load supported by axle 1 cannot exceed that of axle 3.
def r5(load_axle1: float, load_axle3: float) -> bool:
    return load_axle1 <= load_axle3

# Axle 3's load must always be equal to or greater than the payload.
def r6(load_axle3: float, payload: float) -> bool:
    return load_axle3 >= payload"
"System Message:
You are a logician with a background in mathematics that translates natural language
reasoning text to Python3 code so that these natural language reasoning problems can be solved.
During the translation, please pay close attention to defining variables and rules.
Do not add any comments from you.
Be guided by the following example:
Example input text:
Textual context: A vehicle operates over a A param between 20 and 110 in a typical day.
A vehicle operates for a B param between 2 and 10 in a typical day.
A vehicle operates with C param between 0.2 and 5 in a typical day.
A vehicle remains D param between 1 and 5 in a typical day.
A vehicle spends E param between 1 and 5 in a typical day.
A vehicle makes between 20 and 300 F param in a typical day.
A vehicle makes between 20 and 250 G param in a typical day.

Example Python3 code:
# A vehicle operates over a A param between 20 and 110 in a typical day.
def r1(a: float) -> bool:
    return 20 <= a <= 110

# A vehicle operates for a B param between 2 and 10 in a typical day.
def r2(b: float) -> bool:
    return 2 <= b <= 10

# A vehicle operates with C param between 0.2 and 5 in a typical day.
def r3(c: float) -> bool:
    return 0.2 <= c <= 5

# A vehicle remains D param between 1 and 5 in a typical day.
def r4(d: float) -> bool:
    return 1 <= d <= 5

# A vehicle spends E param between 1 and 5 in a typical day.
def r5(e: float) -> bool:
    return 1 <= e <= 5

# A vehicle makes between 20 and 300 F param in a typical day.
def r6(f: float) -> bool:
    return 20 <= f <= 300

# A vehicle makes between 20 and 250 G param in a typical day.
def r7(g: float) -> bool:
    return 20 <= g <= 250


Input text:
Textual context: Total operation time shouldn’t be lower than PTO operation time.
Idle time cannot be greater than the total operation time.
Total operation time should shouldn’t be lower than driving time.
PTO-engaged stops cannot exceed the total number of stops.
The payload must always be smaller than or equal to the load on axle 3.
The combined time for PTO operation, idle time, and driving time must not surpass the total operation time.";" # Total operation time shouldn’t be lower than PTO operation time.
def r1(total_operation_time: float, pto_operation_time: float) -> bool:
    return total_operation_time >= pto_operation_time

# Idle time cannot be greater than the total operation time.
def r2(idle_time: float, total_operation_time: float) -> bool:
    return idle_time <= total_operation_time

# Total operation time should shouldn’t be lower than driving time.
def r3(total_operation_time: float, driving_time: float) -> bool:
    return total_operation_time >= driving_time

# PTO-engaged stops cannot exceed the total number of stops.
def r4(pto_engaged_stops: int, total_stops: int) -> bool:
    return pto_engaged_stops <= total_stops

# The payload must always be smaller than or equal to the load on axle 3.
def r5(payload: float, load_on_axle_3: float) -> bool:
    return payload <= load_on_axle_3

# The combined time for PTO operation, idle time, and driving time must not surpass the total operation time.
def r6(pto_operation_time: float, idle_time: float, driving_time: float, total_operation_time: float) -> bool:
    return pto_operation_time + idle_time + driving_time <= total_operation_time"
"System Message:
You are a logician with a background in mathematics that translates natural language
reasoning text to Python3 code so that these natural language reasoning problems can be solved.
During the translation, please pay close attention to defining variables and rules.
Do not add any comments from you.
Be guided by the following example:
Example input text:
Textual context: A vehicle operates over a A param between 20 and 110 in a typical day.
A vehicle operates for a B param between 2 and 10 in a typical day.
A vehicle operates with C param between 0.2 and 5 in a typical day.
A vehicle remains D param between 1 and 5 in a typical day.
A vehicle spends E param between 1 and 5 in a typical day.
A vehicle makes between 20 and 300 F param in a typical day.
A vehicle makes between 20 and 250 G param in a typical day.

Example Python3 code:
# A vehicle operates over a A param between 20 and 110 in a typical day.
def r1(a: float) -> bool:
    return 20 <= a <= 110

# A vehicle operates for a B param between 2 and 10 in a typical day.
def r2(b: float) -> bool:
    return 2 <= b <= 10

# A vehicle operates with C param between 0.2 and 5 in a typical day.
def r3(c: float) -> bool:
    return 0.2 <= c <= 5

# A vehicle remains D param between 1 and 5 in a typical day.
def r4(d: float) -> bool:
    return 1 <= d <= 5

# A vehicle spends E param between 1 and 5 in a typical day.
def r5(e: float) -> bool:
    return 1 <= e <= 5

# A vehicle makes between 20 and 300 F param in a typical day.
def r6(f: float) -> bool:
    return 20 <= f <= 300

# A vehicle makes between 20 and 250 G param in a typical day.
def r7(g: float) -> bool:
    return 20 <= g <= 250


Input text:
Textual context: PTO operation time must be less than or equal to the total operation time.
Idle time must always be less than or equal to the total operation time.
Driving time should be less than or equal to the total operation time.
Stops with PTO engaged should never outnumber total stops.
Axle 2's load must always be equal to or greater than the payload.
The total operation duration must always be greater than or equal to the combined time for PTO, idle, and driving.";" # PTO operation time must be less than or equal to the total operation time.
def r1(pto_op_time: float, total_op_time: float) -> bool:
    return pto_op_time <= total_op_time

# Idle time must always be less than or equal to the total operation time.
def r2(idle_time: float, total_op_time: float) -> bool:
    return idle_time <= total_op_time

# Driving time should be less than or equal to the total operation time.
def r3(driving_time: float, total_op_time: float) -> bool:
    return driving_time <= total_op_time

# Stops with PTO engaged should never outnumber total stops.
def r4(pto_stops: int, total_stops: int) -> bool:
    return pto_stops <= total_stops

# Axle 2's load must always be equal to or greater than the payload.
def r5(axle2_load: float, payload: float) -> bool:
    return axle2_load >= payload

# The total operation duration must always be greater than or equal to the combined time for PTO, idle, and driving.
def r6(total_op_time: float, pto_time: float, idle_time: float, driving_time: float) -> bool:
    return total_op_time >= (pto_time + idle_time + driving_time)"
